ip,fqdn
37.221.199.157,de.pool.ntp.org
37.221.199.157,europe.pool.ntp.org
37.221.209.24,1.europe.pool.ntp.org
37.221.209.24,2.europe.pool.ntp.org
37.221.209.24,3.hu.pool.ntp.org
37.221.209.24,europe.pool.ntp.org
37.221.209.24,hu.pool.ntp.org
37.221.209.57,0.europe.pool.ntp.org
37.221.209.57,1.europe.pool.ntp.org
37.221.209.57,2.europe.pool.ntp.org
37.221.209.57,2.hu.pool.ntp.org
37.221.209.57,europe.pool.ntp.org
37.221.209.57,hu.pool.ntp.org
37.221.242.99,2.cz.pool.ntp.org
37.221.242.99,2.europe.pool.ntp.org
37.221.242.99,3.cz.pool.ntp.org
37.221.242.99,cz.pool.ntp.org
37.247.53.178,0.europe.pool.ntp.org
37.247.53.178,1.europe.pool.ntp.org
37.247.53.178,1.it.pool.ntp.org
37.247.53.178,2.it.pool.ntp.org
37.247.53.178,europe.pool.ntp.org
37.247.53.178,it.pool.ntp.org
37.252.189.117,0.europe.pool.ntp.org
37.252.189.117,1.at.pool.ntp.org
37.252.189.117,1.europe.pool.ntp.org
37.252.189.117,2.europe.pool.ntp.org
37.252.189.117,3.at.pool.ntp.org
37.252.189.117,at.pool.ntp.org
37.252.189.117,europe.pool.ntp.org
38.28.93.135,2.north-america.pool.ntp.org
38.28.93.135,3.north-america.pool.ntp.org
38.28.93.135,us.pool.ntp.org
38.45.64.130,0.north-america.pool.ntp.org
38.45.64.130,0.us.pool.ntp.org
38.45.64.130,2.north-america.pool.ntp.org
38.45.64.130,2.us.pool.ntp.org
38.45.64.130,3.north-america.pool.ntp.org
38.45.64.130,3.us.pool.ntp.org
38.45.64.130,us.pool.ntp.org
38.45.67.7,0.north-america.pool.ntp.org
38.45.67.7,0.us.pool.ntp.org
38.45.67.7,2.north-america.pool.ntp.org
38.45.67.7,3.north-america.pool.ntp.org
38.45.67.7,us.pool.ntp.org
38.52.133.241,0.py.pool.ntp.org
38.52.133.241,1.py.pool.ntp.org
38.52.133.241,2.py.pool.ntp.org
38.52.133.241,3.py.pool.ntp.org
38.60.227.120,1.hk.pool.ntp.org
38.60.227.120,hk.pool.ntp.org
38.80.8.230,0.north-america.pool.ntp.org
38.80.8.230,0.us.pool.ntp.org
38.80.8.230,2.us.pool.ntp.org
38.80.8.230,3.us.pool.ntp.org
38.80.8.230,north-america.pool.ntp.org
38.80.8.230,us.pool.ntp.org
38.81.229.76,0.north-america.pool.ntp.org
38.81.229.76,2.us.pool.ntp.org
38.81.229.76,3.us.pool.ntp.org
38.81.229.76,us.pool.ntp.org
38.109.102.2,0.cm.pool.ntp.org
38.109.102.2,1.cm.pool.ntp.org
38.109.102.2,2.cm.pool.ntp.org
38.109.102.2,3.cm.pool.ntp.org
38.109.102.2,cm.pool.ntp.org
38.124.183.194,0.north-america.pool.ntp.org
38.124.183.194,2.north-america.pool.ntp.org
38.124.183.194,us.pool.ntp.org
38.242.218.253,1.europe.pool.ntp.org
38.242.218.253,1.fr.pool.ntp.org
38.242.218.253,2.europe.pool.ntp.org
38.242.218.253,3.fr.pool.ntp.org
38.242.218.253,europe.pool.ntp.org
38.242.218.253,fr.pool.ntp.org
40.81.94.65,2.in.pool.ntp.org
40.160.28.79,2.north-america.pool.ntp.org
40.160.28.79,2.us.pool.ntp.org
40.160.28.79,us.pool.ntp.org
40.160.237.131,0.north-america.pool.ntp.org
40.160.237.131,3.north-america.pool.ntp.org
40.160.237.131,3.us.pool.ntp.org
40.160.237.131,north-america.pool.ntp.org
40.160.237.131,us.pool.ntp.org
41.60.207.40,0.zw.pool.ntp.org
41.60.207.40,1.africa.pool.ntp.org
41.60.207.40,1.zw.pool.ntp.org
41.60.207.40,2.africa.pool.ntp.org
41.60.207.40,2.zw.pool.ntp.org
41.60.207.40,3.zw.pool.ntp.org
41.60.207.40,zw.pool.ntp.org
41.79.69.123,0.tz.pool.ntp.org
41.79.69.123,1.tz.pool.ntp.org
41.79.69.123,2.tz.pool.ntp.org
41.79.69.123,3.tz.pool.ntp.org
41.79.69.123,tz.pool.ntp.org
41.175.36.40,0.africa.pool.ntp.org
41.175.36.40,1.za.pool.ntp.org
41.175.36.40,africa.pool.ntp.org
41.175.36.40,za.pool.ntp.org
41.175.49.55,0.za.pool.ntp.org
41.175.49.55,1.africa.pool.ntp.org
41.175.49.55,2.africa.pool.ntp.org
41.175.49.55,africa.pool.ntp.org
41.175.49.55,za.pool.ntp.org
41.175.51.165,0.africa.pool.ntp.org
41.175.51.165,0.ke.pool.ntp.org
41.175.51.165,1.africa.pool.ntp.org
41.175.51.165,1.ke.pool.ntp.org
41.175.51.165,2.ke.pool.ntp.org
41.175.51.165,3.ke.pool.ntp.org
41.175.51.165,africa.pool.ntp.org
41.175.51.165,ke.pool.ntp.org
41.204.120.137,0.mg.pool.ntp.org
41.204.120.137,1.mg.pool.ntp.org
41.204.120.137,2.mg.pool.ntp.org
41.204.120.137,3.mg.pool.ntp.org
41.204.120.137,mg.pool.ntp.org
41.205.142.133,0.africa.pool.ntp.org
41.205.142.133,0.na.pool.ntp.org
41.205.142.133,1.na.pool.ntp.org
41.205.142.133,2.na.pool.ntp.org
41.205.142.133,3.africa.pool.ntp.org
41.205.142.133,3.na.pool.ntp.org
41.205.142.133,africa.pool.ntp.org
41.205.142.133,na.pool.ntp.org
41.205.143.146,0.na.pool.ntp.org
41.205.143.146,1.na.pool.ntp.org
41.205.143.146,2.na.pool.ntp.org
41.205.143.146,3.africa.pool.ntp.org
41.205.143.146,3.na.pool.ntp.org
41.205.143.146,na.pool.ntp.org
41.223.244.123,0.africa.pool.ntp.org
41.223.244.123,2.za.pool.ntp.org
43.128.216.65,0.asia.pool.ntp.org
43.128.216.65,1.asia.pool.ntp.org
43.224.181.207,0.au.pool.ntp.org
43.224.181.207,0.oceania.pool.ntp.org
43.224.181.207,2.oceania.pool.ntp.org
43.224.181.207,3.oceania.pool.ntp.org
43.224.181.207,au.pool.ntp.org
43.224.181.207,oceania.pool.ntp.org
43.229.16.158,0.asia.pool.ntp.org
43.229.16.158,0.jp.pool.ntp.org
43.229.16.158,1.jp.pool.ntp.org
43.229.16.158,3.jp.pool.ntp.org
43.229.16.158,jp.pool.ntp.org
43.252.70.34,0.oceania.pool.ntp.org
43.252.70.34,1.nz.pool.ntp.org
43.252.70.34,2.oceania.pool.ntp.org
43.252.70.34,nz.pool.ntp.org
43.252.70.34,oceania.pool.ntp.org
44.9.16.35,0.lu.pool.ntp.org
44.9.16.35,1.lu.pool.ntp.org
44.9.16.35,3.lu.pool.ntp.org
44.9.16.66,1.lu.pool.ntp.org
44.9.16.66,2.lu.pool.ntp.org
44.27.36.97,0.us.pool.ntp.org
44.27.36.97,us.pool.ntp.org
44.30.33.23,0.gb.pool.ntp.org
44.30.33.23,1.uk.pool.ntp.org
44.30.33.23,2.europe.pool.ntp.org
44.30.33.23,europe.pool.ntp.org
44.30.33.23,gb.pool.ntp.org
44.30.62.51,0.jp.pool.ntp.org
44.30.62.51,1.asia.pool.ntp.org
44.30.62.51,1.jp.pool.ntp.org
44.30.62.51,2.jp.pool.ntp.org
44.30.62.52,0.jp.pool.ntp.org
44.30.62.52,1.asia.pool.ntp.org
44.30.62.52,jp.pool.ntp.org
44.30.62.53,0.asia.pool.ntp.org
44.30.62.53,1.jp.pool.ntp.org
44.30.62.53,2.jp.pool.ntp.org
44.30.62.53,jp.pool.ntp.org
44.30.62.54,3.jp.pool.ntp.org
44.30.181.131,1.it.pool.ntp.org
44.31.68.23,be.pool.ntp.org
44.32.200.120,0.au.pool.ntp.org
44.32.200.120,1.oceania.pool.ntp.org
44.32.200.120,2.au.pool.ntp.org
44.32.200.120,3.au.pool.ntp.org
44.32.200.120,au.pool.ntp.org
44.32.200.120,oceania.pool.ntp.org
44.32.200.122,1.oceania.pool.ntp.org
44.32.200.122,2.au.pool.ntp.org
44.32.200.122,3.au.pool.ntp.org
44.32.200.122,au.pool.ntp.org
44.32.200.122,oceania.pool.ntp.org
44.32.200.123,0.au.pool.ntp.org
44.32.200.123,0.oceania.pool.ntp.org
44.32.200.123,1.oceania.pool.ntp.org
44.32.200.123,3.au.pool.ntp.org
44.32.200.123,au.pool.ntp.org
44.32.200.123,oceania.pool.ntp.org
44.32.200.249,0.au.pool.ntp.org
44.32.200.249,0.oceania.pool.ntp.org
44.32.200.249,1.au.pool.ntp.org
44.32.200.249,2.oceania.pool.ntp.org
44.32.200.249,3.au.pool.ntp.org
44.32.200.249,au.pool.ntp.org
44.32.200.249,oceania.pool.ntp.org
44.190.5.123,1.north-america.pool.ntp.org
44.190.5.123,3.north-america.pool.ntp.org
44.190.5.123,us.pool.ntp.org
45.9.61.155,0.europe.pool.ntp.org
45.9.61.155,1.de.pool.ntp.org
45.9.61.155,1.europe.pool.ntp.org
45.9.61.155,2.europe.pool.ntp.org
45.9.61.155,3.de.pool.ntp.org
45.9.61.155,de.pool.ntp.org
45.9.61.157,3.de.pool.ntp.org
45.11.106.190,1.europe.pool.ntp.org
45.11.106.190,europe.pool.ntp.org
45.12.52.138,0.north-america.pool.ntp.org
45.12.52.138,2.north-america.pool.ntp.org
45.12.52.138,3.north-america.pool.ntp.org
45.12.52.138,3.us.pool.ntp.org
45.12.52.138,us.pool.ntp.org
45.13.105.44,0.fr.pool.ntp.org
45.13.105.44,2.europe.pool.ntp.org
45.13.105.44,3.fr.pool.ntp.org
45.13.105.44,europe.pool.ntp.org
45.13.105.44,fr.pool.ntp.org
45.13.156.3,2.fr.pool.ntp.org
45.13.156.18,1.fr.pool.ntp.org
45.32.4.67,0.europe.pool.ntp.org
45.32.4.67,0.nl.pool.ntp.org
45.32.4.67,2.europe.pool.ntp.org
45.32.4.67,nl.pool.ntp.org
45.33.31.34,3.us.pool.ntp.org
45.33.53.84,0.north-america.pool.ntp.org
45.33.53.84,0.us.pool.ntp.org
45.33.53.84,2.us.pool.ntp.org
45.33.53.84,3.north-america.pool.ntp.org
45.33.53.84,3.us.pool.ntp.org
45.33.53.84,us.pool.ntp.org
45.33.83.31,0.north-america.pool.ntp.org
45.33.83.31,2.us.pool.ntp.org
45.33.103.94,0.north-america.pool.ntp.org
45.33.103.94,2.us.pool.ntp.org
45.33.103.94,3.north-america.pool.ntp.org
45.45.184.13,2.north-america.pool.ntp.org
45.45.184.13,3.north-america.pool.ntp.org
45.45.184.14,us.pool.ntp.org
45.55.58.103,0.us.pool.ntp.org
45.55.58.103,1.north-america.pool.ntp.org
45.55.58.103,2.us.pool.ntp.org
45.55.58.103,us.pool.ntp.org
45.55.126.202,0.us.pool.ntp.org
45.55.126.202,2.us.pool.ntp.org
45.55.126.202,3.us.pool.ntp.org
45.55.126.202,us.pool.ntp.org
45.56.66.53,1.us.pool.ntp.org
45.56.66.53,2.north-america.pool.ntp.org
45.56.66.53,3.north-america.pool.ntp.org
45.56.66.53,us.pool.ntp.org
45.63.4.139,us.pool.ntp.org
45.63.54.13,0.north-america.pool.ntp.org
45.63.54.13,1.us.pool.ntp.org
45.63.54.13,3.north-america.pool.ntp.org
45.63.54.13,us.pool.ntp.org
45.63.100.187,0.gb.pool.ntp.org
45.63.100.187,1.uk.pool.ntp.org
45.63.100.187,2.europe.pool.ntp.org
45.63.100.187,uk.pool.ntp.org
45.74.159.19,0.europe.pool.ntp.org
45.74.159.19,1.tr.pool.ntp.org
45.74.159.19,2.europe.pool.ntp.org
45.74.159.19,europe.pool.ntp.org
45.74.159.19,tr.pool.ntp.org
45.76.113.31,oceania.pool.ntp.org
45.76.211.39,3.jp.pool.ntp.org
45.77.20.103,0.jp.pool.ntp.org
45.77.20.103,2.jp.pool.ntp.org
45.77.20.103,3.asia.pool.ntp.org
45.77.20.103,jp.pool.ntp.org
45.77.126.122,1.north-america.pool.ntp.org
45.77.126.122,2.north-america.pool.ntp.org
45.77.126.122,2.us.pool.ntp.org
45.77.126.122,3.north-america.pool.ntp.org
45.77.126.122,3.us.pool.ntp.org
45.77.126.122,us.pool.ntp.org
45.77.156.146,us.pool.ntp.org
45.77.249.167,sg.pool.ntp.org
45.79.1.70,2.north-america.pool.ntp.org
45.79.1.70,2.us.pool.ntp.org
45.79.1.70,3.north-america.pool.ntp.org
45.79.1.70,3.us.pool.ntp.org
45.79.1.70,us.pool.ntp.org
45.79.13.35,0.north-america.pool.ntp.org
45.79.13.35,1.north-america.pool.ntp.org
45.79.13.35,1.us.pool.ntp.org
45.79.13.35,3.north-america.pool.ntp.org
45.79.13.35,us.pool.ntp.org
45.79.13.206,0.north-america.pool.ntp.org
45.79.13.206,1.north-america.pool.ntp.org
45.79.13.206,3.north-america.pool.ntp.org
45.79.13.206,us.pool.ntp.org
45.79.35.159,0.north-america.pool.ntp.org
45.79.35.159,2.us.pool.ntp.org
45.79.35.159,3.north-america.pool.ntp.org
45.79.35.159,us.pool.ntp.org
45.79.51.42,0.north-america.pool.ntp.org
45.79.51.42,0.us.pool.ntp.org
45.79.51.42,2.us.pool.ntp.org
45.79.51.42,3.north-america.pool.ntp.org
45.79.51.42,us.pool.ntp.org
45.79.82.45,1.north-america.pool.ntp.org
45.79.82.45,1.us.pool.ntp.org
45.79.82.45,2.us.pool.ntp.org
45.79.82.45,3.us.pool.ntp.org
45.79.82.45,us.pool.ntp.org
45.79.111.114,us.pool.ntp.org
45.79.111.167,0.north-america.pool.ntp.org
45.79.111.167,0.us.pool.ntp.org
45.79.111.167,1.north-america.pool.ntp.org
45.79.111.167,2.us.pool.ntp.org
45.79.111.167,us.pool.ntp.org
45.79.189.79,1.north-america.pool.ntp.org
45.79.189.79,2.north-america.pool.ntp.org
45.79.189.79,3.north-america.pool.ntp.org
45.79.189.79,3.us.pool.ntp.org
45.79.189.79,us.pool.ntp.org
45.79.192.248,3.north-america.pool.ntp.org
45.79.214.107,0.us.pool.ntp.org
45.79.214.107,2.us.pool.ntp.org
45.79.214.107,3.us.pool.ntp.org
45.79.227.165,2.north-america.pool.ntp.org
45.79.227.165,2.us.pool.ntp.org
45.79.227.165,3.us.pool.ntp.org
45.80.171.210,1.europe.pool.ntp.org
45.80.171.210,3.europe.pool.ntp.org
45.80.171.210,europe.pool.ntp.org
45.80.171.210,nl.pool.ntp.org
45.83.178.11,2.md.pool.ntp.org
45.83.178.11,europe.pool.ntp.org
45.83.178.11,md.pool.ntp.org
45.83.233.200,0.europe.pool.ntp.org
45.83.233.200,0.nl.pool.ntp.org
45.83.233.200,2.europe.pool.ntp.org
45.83.233.200,2.nl.pool.ntp.org
45.83.233.200,europe.pool.ntp.org
45.83.233.200,nl.pool.ntp.org
45.83.234.123,1.north-america.pool.ntp.org
45.83.234.123,1.us.pool.ntp.org
45.83.234.123,3.us.pool.ntp.org
45.83.234.123,us.pool.ntp.org
45.83.235.73,1.us.pool.ntp.org
45.83.235.160,2.us.pool.ntp.org
45.84.199.136,0.us.pool.ntp.org
45.84.199.136,2.north-america.pool.ntp.org
45.84.199.136,3.north-america.pool.ntp.org
45.84.199.136,3.us.pool.ntp.org
45.84.199.136,us.pool.ntp.org
45.87.76.3,0.be.pool.ntp.org
45.87.76.3,0.europe.pool.ntp.org
45.87.76.3,1.europe.pool.ntp.org
45.87.76.3,2.be.pool.ntp.org
45.87.76.3,3.be.pool.ntp.org
45.87.76.3,be.pool.ntp.org
45.87.76.3,europe.pool.ntp.org
45.87.77.15,0.be.pool.ntp.org
45.87.77.15,0.europe.pool.ntp.org
45.87.77.15,1.europe.pool.ntp.org
45.87.77.15,2.europe.pool.ntp.org
45.87.77.15,be.pool.ntp.org
45.87.77.15,europe.pool.ntp.org
45.87.78.35,0.be.pool.ntp.org
45.87.78.35,0.europe.pool.ntp.org
45.87.78.35,be.pool.ntp.org
45.87.78.35,europe.pool.ntp.org
45.90.45.122,0.ru.pool.ntp.org
45.90.45.122,2.europe.pool.ntp.org
45.90.82.153,0.al.pool.ntp.org
45.90.82.153,0.europe.pool.ntp.org
45.90.82.153,1.al.pool.ntp.org
45.90.82.153,2.al.pool.ntp.org
45.90.82.153,3.al.pool.ntp.org
45.90.82.153,3.europe.pool.ntp.org
45.90.82.153,al.pool.ntp.org
45.90.82.153,europe.pool.ntp.org
45.90.162.253,0.europe.pool.ntp.org
45.90.162.253,1.europe.pool.ntp.org
45.90.162.253,2.europe.pool.ntp.org
45.90.162.253,3.europe.pool.ntp.org
45.90.162.253,europe.pool.ntp.org
45.90.162.253,fr.pool.ntp.org
45.92.216.108,0.europe.pool.ntp.org
45.92.216.108,2.de.pool.ntp.org
45.92.216.108,de.pool.ntp.org
45.124.53.221,0.au.pool.ntp.org
45.124.53.221,oceania.pool.ntp.org
45.127.112.2,us.pool.ntp.org
45.127.113.2,3.us.pool.ntp.org
45.134.48.236,0.europe.pool.ntp.org
45.134.48.236,1.europe.pool.ntp.org
45.134.48.236,2.europe.pool.ntp.org
45.134.48.236,2.ro.pool.ntp.org
45.134.48.236,europe.pool.ntp.org
45.134.48.236,ro.pool.ntp.org
45.136.59.56,0.kz.pool.ntp.org
45.137.101.154,1.europe.pool.ntp.org
45.137.101.154,2.nl.pool.ntp.org
45.137.101.154,europe.pool.ntp.org
45.137.101.231,1.europe.pool.ntp.org
45.137.101.231,3.europe.pool.ntp.org
45.138.55.60,0.be.pool.ntp.org
45.138.55.60,0.de.pool.ntp.org
45.138.55.60,0.lu.pool.ntp.org
45.138.55.60,0.uk.pool.ntp.org
45.138.55.60,1.be.pool.ntp.org
45.138.55.60,1.europe.pool.ntp.org
45.138.55.60,1.lu.pool.ntp.org
45.138.55.60,2.de.pool.ntp.org
45.138.55.60,2.gb.pool.ntp.org
45.138.55.60,2.lu.pool.ntp.org
45.138.55.60,2.nl.pool.ntp.org
45.138.55.60,2.uk.pool.ntp.org
45.138.55.60,be.pool.ntp.org
45.138.55.60,de.pool.ntp.org
45.138.55.60,europe.pool.ntp.org
45.138.55.60,gb.pool.ntp.org
45.138.55.60,lu.pool.ntp.org
45.138.55.60,nl.pool.ntp.org
45.138.55.60,uk.pool.ntp.org
45.138.55.61,0.de.pool.ntp.org
45.138.55.61,0.europe.pool.ntp.org
45.138.55.61,0.nl.pool.ntp.org
45.138.55.61,0.uk.pool.ntp.org
45.138.55.61,1.be.pool.ntp.org
45.138.55.61,1.de.pool.ntp.org
45.138.55.61,1.europe.pool.ntp.org
45.138.55.61,1.gb.pool.ntp.org
45.138.55.61,1.lu.pool.ntp.org
45.138.55.61,1.uk.pool.ntp.org
45.138.55.61,2.de.pool.ntp.org
45.138.55.61,3.be.pool.ntp.org
45.138.55.61,3.de.pool.ntp.org
45.138.55.61,3.europe.pool.ntp.org
45.138.55.61,3.gb.pool.ntp.org
45.138.55.61,3.nl.pool.ntp.org
45.138.55.61,be.pool.ntp.org
45.138.55.61,de.pool.ntp.org
45.138.55.61,europe.pool.ntp.org
45.138.55.61,gb.pool.ntp.org
45.138.55.61,lu.pool.ntp.org
45.138.55.61,nl.pool.ntp.org
45.138.55.61,uk.pool.ntp.org
45.138.55.62,0.be.pool.ntp.org
45.138.55.62,0.de.pool.ntp.org
45.138.55.62,0.europe.pool.ntp.org
45.138.55.62,0.nl.pool.ntp.org
45.138.55.62,1.be.pool.ntp.org
45.138.55.62,1.europe.pool.ntp.org
45.138.55.62,1.lu.pool.ntp.org
45.138.55.62,2.lu.pool.ntp.org
45.138.55.62,2.nl.pool.ntp.org
45.138.55.62,3.de.pool.ntp.org
45.138.55.62,3.gb.pool.ntp.org
45.138.55.62,3.lu.pool.ntp.org
45.138.55.62,3.uk.pool.ntp.org
45.138.55.62,be.pool.ntp.org
45.138.55.62,de.pool.ntp.org
45.138.55.62,gb.pool.ntp.org
45.138.55.62,lu.pool.ntp.org
45.138.55.62,nl.pool.ntp.org
45.138.55.62,uk.pool.ntp.org
45.139.163.87,0.europe.pool.ntp.org
45.139.163.87,0.nl.pool.ntp.org
45.139.163.87,1.europe.pool.ntp.org
45.139.163.87,2.europe.pool.ntp.org
45.139.163.87,3.nl.pool.ntp.org
45.139.163.87,europe.pool.ntp.org
45.139.163.87,nl.pool.ntp.org
45.140.164.53,0.europe.pool.ntp.org
45.140.164.53,1.europe.pool.ntp.org
45.140.164.53,2.europe.pool.ntp.org
45.140.164.53,2.fr.pool.ntp.org
45.140.164.53,3.fr.pool.ntp.org
45.140.164.53,europe.pool.ntp.org
45.140.164.53,fr.pool.ntp.org
45.141.102.99,0.ru.pool.ntp.org
45.141.102.99,1.ru.pool.ntp.org
45.141.102.99,2.europe.pool.ntp.org
45.141.102.99,europe.pool.ntp.org
45.141.102.99,ru.pool.ntp.org
45.147.99.202,1.europe.pool.ntp.org
45.147.99.202,2.europe.pool.ntp.org
45.147.99.202,2.fr.pool.ntp.org
45.147.99.202,3.fr.pool.ntp.org
45.147.99.202,europe.pool.ntp.org
45.147.99.202,fr.pool.ntp.org
45.154.197.21,0.europe.pool.ntp.org
45.154.197.21,1.europe.pool.ntp.org
45.154.197.21,3.gb.pool.ntp.org
45.154.197.21,3.uk.pool.ntp.org
45.154.197.21,europe.pool.ntp.org
45.154.197.21,gb.pool.ntp.org
45.154.197.21,uk.pool.ntp.org
45.154.255.249,1.se.pool.ntp.org
45.154.255.249,se.pool.ntp.org
45.159.204.28,0.europe.pool.ntp.org
45.159.204.28,0.nl.pool.ntp.org
45.159.204.28,3.nl.pool.ntp.org
45.159.204.28,nl.pool.ntp.org
45.170.100.4,0.pool.ntp.org
45.170.100.4,1.cl.pool.ntp.org
45.170.100.4,1.pool.ntp.org
45.170.100.4,1.south-america.pool.ntp.org
45.170.100.4,3.cl.pool.ntp.org
45.170.100.4,3.pool.ntp.org
45.170.100.4,cl.pool.ntp.org
45.170.100.4,pool.ntp.org
45.222.43.250,1.za.pool.ntp.org
45.222.43.250,2.africa.pool.ntp.org
45.231.168.6,0.mx.pool.ntp.org
45.231.168.6,1.mx.pool.ntp.org
45.231.168.6,2.mx.pool.ntp.org
45.231.168.6,3.mx.pool.ntp.org
45.231.168.6,mx.pool.ntp.org
45.252.250.189,0.vn.pool.ntp.org
45.252.250.189,1.vn.pool.ntp.org
45.252.250.189,2.vn.pool.ntp.org
45.252.250.189,3.vn.pool.ntp.org
45.252.250.189,vn.pool.ntp.org
46.4.54.78,0.de.pool.ntp.org
46.4.54.78,1.de.pool.ntp.org
46.4.54.78,3.europe.pool.ntp.org
46.4.54.78,de.pool.ntp.org
46.4.57.135,3.de.pool.ntp.org
46.4.102.212,3.de.pool.ntp.org
46.4.104.234,2.de.pool.ntp.org
46.4.104.234,3.de.pool.ntp.org
46.4.104.234,de.pool.ntp.org
46.4.106.197,3.de.pool.ntp.org
46.4.106.197,3.europe.pool.ntp.org
46.4.106.197,de.pool.ntp.org
46.17.63.196,2.europe.pool.ntp.org
46.17.63.196,3.europe.pool.ntp.org
46.17.65.37,2.europe.pool.ntp.org
46.17.88.210,3.europe.pool.ntp.org
46.17.88.210,gb.pool.ntp.org
46.17.88.211,3.gb.pool.ntp.org
46.17.88.211,europe.pool.ntp.org
46.17.88.213,uk.pool.ntp.org
46.19.34.15,1.nl.pool.ntp.org
46.19.96.19,0.am.pool.ntp.org
46.19.96.19,0.asia.pool.ntp.org
46.19.96.19,1.am.pool.ntp.org
46.19.96.19,2.am.pool.ntp.org
46.19.96.19,2.asia.pool.ntp.org
46.19.96.19,3.am.pool.ntp.org
46.19.96.19,am.pool.ntp.org
46.21.2.169,0.de.pool.ntp.org
46.21.2.169,1.europe.pool.ntp.org
46.21.2.169,3.de.pool.ntp.org
46.21.2.169,de.pool.ntp.org
46.21.2.169,europe.pool.ntp.org
46.22.24.205,0.europe.pool.ntp.org
46.22.24.205,1.ch.pool.ntp.org
46.22.24.205,2.ch.pool.ntp.org
46.22.24.205,2.europe.pool.ntp.org
46.22.24.205,ch.pool.ntp.org
46.28.110.153,0.cz.pool.ntp.org
46.28.110.153,0.europe.pool.ntp.org
46.28.110.153,cz.pool.ntp.org
46.28.110.153,europe.pool.ntp.org
46.37.141.204,3.ru.pool.ntp.org
46.37.141.204,ru.pool.ntp.org
46.38.233.159,0.de.pool.ntp.org
46.38.233.159,2.de.pool.ntp.org
46.38.233.159,2.europe.pool.ntp.org
46.38.233.159,de.pool.ntp.org
46.38.233.159,europe.pool.ntp.org
46.38.241.235,0.de.pool.ntp.org
46.38.241.235,1.de.pool.ntp.org
46.38.241.235,3.de.pool.ntp.org
46.38.241.235,3.europe.pool.ntp.org
46.38.241.235,de.pool.ntp.org
46.38.241.235,europe.pool.ntp.org
46.38.244.94,0.de.pool.ntp.org
46.38.244.94,2.de.pool.ntp.org
46.38.244.94,2.europe.pool.ntp.org
46.38.244.94,3.de.pool.ntp.org
46.38.244.94,de.pool.ntp.org
46.38.244.94,europe.pool.ntp.org
46.52.232.73,0.europe.pool.ntp.org
46.52.232.73,europe.pool.ntp.org
46.54.224.12,1.europe.pool.ntp.org
46.54.224.12,1.si.pool.ntp.org
46.54.224.12,2.si.pool.ntp.org
46.54.224.12,europe.pool.ntp.org
46.54.224.12,si.pool.ntp.org
46.54.225.12,0.si.pool.ntp.org
46.54.225.12,1.europe.pool.ntp.org
46.54.225.12,3.europe.pool.ntp.org
46.54.225.12,3.si.pool.ntp.org
46.54.225.12,si.pool.ntp.org
46.62.156.203,1.europe.pool.ntp.org
46.62.156.203,3.europe.pool.ntp.org
46.62.156.203,3.fi.pool.ntp.org
46.62.156.203,fi.pool.ntp.org
46.101.52.249,0.europe.pool.ntp.org
46.101.52.249,0.gb.pool.ntp.org
46.101.52.249,0.uk.pool.ntp.org
46.101.52.249,2.europe.pool.ntp.org
46.101.52.249,3.gb.pool.ntp.org
46.101.52.249,europe.pool.ntp.org
46.101.52.249,gb.pool.ntp.org
46.101.52.249,uk.pool.ntp.org
46.102.157.67,1.europe.pool.ntp.org
46.102.157.67,2.at.pool.ntp.org
46.102.157.67,3.at.pool.ntp.org
46.102.157.67,at.pool.ntp.org
46.102.157.67,europe.pool.ntp.org
46.105.36.106,0.europe.pool.ntp.org
46.105.36.106,1.fr.pool.ntp.org
46.105.36.106,3.fr.pool.ntp.org
46.105.36.106,europe.pool.ntp.org
46.105.36.106,fr.pool.ntp.org
46.138.254.88,0.ru.pool.ntp.org
46.138.254.88,1.europe.pool.ntp.org
46.138.254.88,2.europe.pool.ntp.org
46.138.254.88,europe.pool.ntp.org
46.138.254.88,ru.pool.ntp.org
46.146.231.187,0.europe.pool.ntp.org
46.146.231.187,1.ru.pool.ntp.org
46.146.231.187,3.ru.pool.ntp.org
46.146.231.187,europe.pool.ntp.org
46.146.231.187,ru.pool.ntp.org
46.147.193.187,0.ru.pool.ntp.org
46.147.193.187,2.europe.pool.ntp.org
46.163.159.60,ru.pool.ntp.org
46.163.164.91,2.ru.pool.ntp.org
46.163.164.91,europe.pool.ntp.org
46.163.164.91,ru.pool.ntp.org
46.171.0.154,0.pl.pool.ntp.org
46.171.0.154,1.europe.pool.ntp.org
46.171.0.154,2.pl.pool.ntp.org
46.171.0.154,3.europe.pool.ntp.org
46.171.0.154,pl.pool.ntp.org
46.173.175.211,1.europe.pool.ntp.org
46.173.175.211,1.ua.pool.ntp.org
46.173.175.211,ua.pool.ntp.org
46.174.178.150,0.pl.pool.ntp.org
46.174.178.150,1.europe.pool.ntp.org
46.174.178.150,2.pl.pool.ntp.org
46.174.178.150,3.pl.pool.ntp.org
46.174.178.150,europe.pool.ntp.org
46.174.178.150,pl.pool.ntp.org
46.175.224.7,0.pl.pool.ntp.org
46.175.224.7,1.europe.pool.ntp.org
46.175.224.7,3.pl.pool.ntp.org
46.175.224.7,pl.pool.ntp.org
46.183.184.232,0.hr.pool.ntp.org
46.183.184.232,1.europe.pool.ntp.org
46.183.184.232,1.hr.pool.ntp.org
46.183.184.232,2.hr.pool.ntp.org
